id,Label,Easting,Northing,Reflectance,Band,Wavelength,Date,Projection
1270,20,399871.7438271605,4176880.9074074086,91,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1271,19,399332.26851851854,4176655.308641976,100,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1272,18,398939.9228395062,4176449.327160495,92,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1273,17,399508.8240740741,4176262.962962964,93,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1274,16,400273.89814814815,4176184.4938271614,90,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1275,15,401235.1450617284,4176233.5370370382,90,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1276,14,402088.4969135803,4176292.38888889,95,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1277,13,402686.8240740741,4176410.0925925937,98,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1278,12,403236.1080246914,4176410.0925925937,110,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1279,11,403294.9598765432,4175890.234567902,116,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1280,10,402755.48456790124,4175713.6790123465,96,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1281,9,402029.6450617284,4175595.975308643,92,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1282,8,401225.3364197531,4175645.0185185196,90,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1283,7,400528.9228395062,4175684.2530864207,90,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1284,6,400018.87345679017,4175811.7654321,89,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1285,5,399410.737654321,4175998.1296296306,91,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1286,4,401274.37962962966,4175262.4814814827,88,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1287,3,401980.60185185185,4175203.6296296306,95,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1288,2,402775.10185185185,4175252.672839507,102,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1289,1,403167.4475308642,4175448.8456790135,111,B5,0.865,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1290,44,398469.1080246914,4177832.3456790135,81,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1291,43,399145.9043209877,4178332.586419754,88,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1292,42,399567.67592592596,4178675.88888889,86,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1293,41,400322.9413580247,4179048.6172839515,94,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1294,40,401274.37962962966,4179274.216049384,111,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1295,38,402323.9043209877,4179303.6419753097,116,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1296,37,403088.97839506174,4178734.7407407416,115,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1297,36,402500.4598765432,4178597.4197530877,110,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1298,35,401647.1080246914,4178558.185185186,105,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1299,34,400960.5030864198,4178489.524691359,95,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1300,33,399920.7870370371,4178224.6913580257,105,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1301,32,399293.0339506173,4177851.962962964,94,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1302,31,398782.98456790124,4177528.277777779,98,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1303,30,398851.6450617284,4176792.6296296306,109,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1304,29,399704.9969135803,4177341.913580248,87,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1305,28,400538.7314814815,4177695.024691359,92,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1306,27,401274.37962962966,4177842.154320989,96,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1307,26,402176.77469135803,4177901.0061728405,109,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1308,25,402598.5462962963,4177930.4320987663,111,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1309,24,402853.5709876543,4177381.1481481493,131,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1310,23,401951.17592592596,4177175.166666668,110,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1311,22,401097.8240740741,4177126.123456791,104,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1312,21,400430.8364197531,4177096.697530865,98,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1313,20,399871.7438271605,4176880.9074074086,96,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1314,19,399332.26851851854,4176655.308641976,102,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1315,18,398939.9228395062,4176449.327160495,95,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1316,17,399508.8240740741,4176262.962962964,96,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1317,16,400273.89814814815,4176184.4938271614,92,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1318,15,401235.1450617284,4176233.5370370382,93,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1319,14,402088.4969135803,4176292.38888889,98,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1320,13,402686.8240740741,4176410.0925925937,102,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1321,12,403236.1080246914,4176410.0925925937,113,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1322,11,403294.9598765432,4175890.234567902,125,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1323,10,402755.48456790124,4175713.6790123465,102,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1324,9,402029.6450617284,4175595.975308643,97,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1325,8,401225.3364197531,4175645.0185185196,93,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1326,7,400528.9228395062,4175684.2530864207,93,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1327,6,400018.87345679017,4175811.7654321,91,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1328,5,399410.737654321,4175998.1296296306,91,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1329,4,401274.37962962966,4175262.4814814827,92,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1330,3,401980.60185185185,4175203.6296296306,99,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1331,2,402775.10185185185,4175252.672839507,109,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1332,1,403167.4475308642,4175448.8456790135,119,B4,0.6545000000000001,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1333,44,398469.1080246914,4177832.3456790135,84,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1334,43,399145.9043209877,4178332.586419754,93,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1335,42,399567.67592592596,4178675.88888889,95,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1336,41,400322.9413580247,4179048.6172839515,101,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1337,40,401274.37962962966,4179274.216049384,115,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1338,38,402323.9043209877,4179303.6419753097,119,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1339,37,403088.97839506174,4178734.7407407416,118,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1340,36,402500.4598765432,4178597.4197530877,115,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1341,35,401647.1080246914,4178558.185185186,111,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1342,34,400960.5030864198,4178489.524691359,102,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1343,33,399920.7870370371,4178224.6913580257,108,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1344,32,399293.0339506173,4177851.962962964,99,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1345,31,398782.98456790124,4177528.277777779,102,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1346,30,398851.6450617284,4176792.6296296306,110,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1347,29,399704.9969135803,4177341.913580248,93,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1348,28,400538.7314814815,4177695.024691359,101,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1349,27,401274.37962962966,4177842.154320989,106,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1350,26,402176.77469135803,4177901.0061728405,114,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1351,25,402598.5462962963,4177930.4320987663,118,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1352,24,402853.5709876543,4177381.1481481493,134,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1353,23,401951.17592592596,4177175.166666668,116,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1354,22,401097.8240740741,4177126.123456791,112,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1355,21,400430.8364197531,4177096.697530865,106,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1356,20,399871.7438271605,4176880.9074074086,106,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1357,19,399332.26851851854,4176655.308641976,105,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1358,18,398939.9228395062,4176449.327160495,98,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1359,17,399508.8240740741,4176262.962962964,96,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1360,16,400273.89814814815,4176184.4938271614,98,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1361,15,401235.1450617284,4176233.5370370382,102,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1362,14,402088.4969135803,4176292.38888889,106,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1363,13,402686.8240740741,4176410.0925925937,112,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1364,12,403236.1080246914,4176410.0925925937,117,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1365,11,403294.9598765432,4175890.234567902,126,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1366,10,402755.48456790124,4175713.6790123465,110,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1367,9,402029.6450617284,4175595.975308643,104,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1368,8,401225.3364197531,4175645.0185185196,101,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1369,7,400528.9228395062,4175684.2530864207,99,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1370,6,400018.87345679017,4175811.7654321,96,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1371,5,399410.737654321,4175998.1296296306,96,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1372,4,401274.37962962966,4175262.4814814827,98,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1373,3,401980.60185185185,4175203.6296296306,107,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1374,2,402775.10185185185,4175252.672839507,111,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1375,1,403167.4475308642,4175448.8456790135,122,B1,0.443,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1376,44,398469.1080246914,4177832.3456790135,84,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1377,43,399145.9043209877,4178332.586419754,93,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1378,42,399567.67592592596,4178675.88888889,91,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1379,41,400322.9413580247,4179048.6172839515,99,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1380,40,401274.37962962966,4179274.216049384,117,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1381,38,402323.9043209877,4179303.6419753097,121,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1382,37,403088.97839506174,4178734.7407407416,120,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1383,36,402500.4598765432,4178597.4197530877,116,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1384,35,401647.1080246914,4178558.185185186,112,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1385,34,400960.5030864198,4178489.524691359,102,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1386,33,399920.7870370371,4178224.6913580257,111,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1387,32,399293.0339506173,4177851.962962964,99,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1388,31,398782.98456790124,4177528.277777779,102,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1389,30,398851.6450617284,4176792.6296296306,114,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1390,29,399704.9969135803,4177341.913580248,92,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1391,28,400538.7314814815,4177695.024691359,97,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1392,27,401274.37962962966,4177842.154320989,102,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1393,26,402176.77469135803,4177901.0061728405,115,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1394,25,402598.5462962963,4177930.4320987663,118,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1395,24,402853.5709876543,4177381.1481481493,139,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1396,23,401951.17592592596,4177175.166666668,115,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1397,22,401097.8240740741,4177126.123456791,110,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1398,21,400430.8364197531,4177096.697530865,104,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1399,20,399871.7438271605,4176880.9074074086,103,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1400,19,399332.26851851854,4176655.308641976,108,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1401,18,398939.9228395062,4176449.327160495,100,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1402,17,399508.8240740741,4176262.962962964,99,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1403,16,400273.89814814815,4176184.4938271614,96,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1404,15,401235.1450617284,4176233.5370370382,98,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1405,14,402088.4969135803,4176292.38888889,103,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1406,13,402686.8240740741,4176410.0925925937,109,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1407,12,403236.1080246914,4176410.0925925937,119,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1408,11,403294.9598765432,4175890.234567902,131,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1409,10,402755.48456790124,4175713.6790123465,108,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1410,9,402029.6450617284,4175595.975308643,102,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1411,8,401225.3364197531,4175645.0185185196,98,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1412,7,400528.9228395062,4175684.2530864207,99,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1413,6,400018.87345679017,4175811.7654321,96,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1414,5,399410.737654321,4175998.1296296306,95,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1415,4,401274.37962962966,4175262.4814814827,96,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1416,3,401980.60185185185,4175203.6296296306,105,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1417,2,402775.10185185185,4175252.672839507,114,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1418,1,403167.4475308642,4175448.8456790135,125,B3,0.5615,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1419,44,398469.1080246914,4177832.3456790135,99,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1420,43,399145.9043209877,4178332.586419754,106,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1421,42,399567.67592592596,4178675.88888889,104,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1422,41,400322.9413580247,4179048.6172839515,113,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1423,40,401274.37962962966,4179274.216049384,134,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1424,38,402323.9043209877,4179303.6419753097,143,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1425,37,403088.97839506174,4178734.7407407416,144,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1426,36,402500.4598765432,4178597.4197530877,135,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1427,35,401647.1080246914,4178558.185185186,127,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1428,34,400960.5030864198,4178489.524691359,117,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1429,33,399920.7870370371,4178224.6913580257,127,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1430,32,399293.0339506173,4177851.962962964,112,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1431,31,398782.98456790124,4177528.277777779,115,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1432,30,398851.6450617284,4176792.6296296306,137,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1433,29,399704.9969135803,4177341.913580248,109,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1434,28,400538.7314814815,4177695.024691359,112,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1435,27,401274.37962962966,4177842.154320989,118,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1436,26,402176.77469135803,4177901.0061728405,132,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1437,25,402598.5462962963,4177930.4320987663,135,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1438,24,402853.5709876543,4177381.1481481493,157,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1439,23,401951.17592592596,4177175.166666668,133,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1440,22,401097.8240740741,4177126.123456791,125,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1441,21,400430.8364197531,4177096.697530865,121,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1442,20,399871.7438271605,4176880.9074074086,116,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1443,19,399332.26851851854,4176655.308641976,129,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1444,18,398939.9228395062,4176449.327160495,111,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1445,17,399508.8240740741,4176262.962962964,115,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1446,16,400273.89814814815,4176184.4938271614,111,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1447,15,401235.1450617284,4176233.5370370382,110,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1448,14,402088.4969135803,4176292.38888889,121,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1449,13,402686.8240740741,4176410.0925925937,125,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1450,12,403236.1080246914,4176410.0925925937,148,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1451,11,403294.9598765432,4175890.234567902,152,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1452,10,402755.48456790124,4175713.6790123465,126,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1453,9,402029.6450617284,4175595.975308643,120,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1454,8,401225.3364197531,4175645.0185185196,114,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1455,7,400528.9228395062,4175684.2530864207,114,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1456,6,400018.87345679017,4175811.7654321,113,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1457,5,399410.737654321,4175998.1296296306,115,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1458,4,401274.37962962966,4175262.4814814827,111,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1459,3,401980.60185185185,4175203.6296296306,121,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1460,2,402775.10185185185,4175252.672839507,133,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1461,1,403167.4475308642,4175448.8456790135,147,B7,2.2005,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
1462,44,398469.1080246914,4177832.3456790135,84,B2,0.482,2014-02-25,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
