id,Label,Easting,Northing,Reflectance,Band,Wavelength,Date,Projection
473,44,398469.1080246914,4177832.3456790135,91,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
474,43,399145.9043209877,4178332.586419754,98,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
475,42,399567.67592592596,4178675.88888889,95,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
476,41,400322.9413580247,4179048.6172839515,108,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
477,40,401274.37962962966,4179274.216049384,117,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
478,38,402323.9043209877,4179303.6419753097,120,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
479,37,403088.97839506174,4178734.7407407416,123,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
480,36,402500.4598765432,4178597.4197530877,115,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
481,35,401647.1080246914,4178558.185185186,114,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
482,34,400960.5030864198,4178489.524691359,99,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
483,33,399920.7870370371,4178224.6913580257,112,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
484,32,399293.0339506173,4177851.962962964,100,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
485,31,398782.98456790124,4177528.277777779,103,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
486,30,398851.6450617284,4176792.6296296306,119,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
487,29,399704.9969135803,4177341.913580248,94,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
488,28,400538.7314814815,4177695.024691359,99,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
489,27,401274.37962962966,4177842.154320989,101,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
490,26,402176.77469135803,4177901.0061728405,111,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
491,25,402598.5462962963,4177930.4320987663,118,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
492,24,402853.5709876543,4177381.1481481493,130,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
493,23,401951.17592592596,4177175.166666668,112,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
494,22,401097.8240740741,4177126.123456791,108,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
495,21,400430.8364197531,4177096.697530865,106,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
496,20,399871.7438271605,4176880.9074074086,104,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
497,19,399332.26851851854,4176655.308641976,114,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
498,18,398939.9228395062,4176449.327160495,105,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
499,17,399508.8240740741,4176262.962962964,100,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
500,16,400273.89814814815,4176184.4938271614,102,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
501,15,401235.1450617284,4176233.5370370382,93,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
502,14,402088.4969135803,4176292.38888889,100,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
503,13,402686.8240740741,4176410.0925925937,105,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
504,12,403236.1080246914,4176410.0925925937,120,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
505,11,403294.9598765432,4175890.234567902,120,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
506,10,402755.48456790124,4175713.6790123465,103,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
507,9,402029.6450617284,4175595.975308643,100,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
508,8,401225.3364197531,4175645.0185185196,96,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
509,7,400528.9228395062,4175684.2530864207,98,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
510,6,400018.87345679017,4175811.7654321,97,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
511,5,399410.737654321,4175998.1296296306,98,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
512,4,401274.37962962966,4175262.4814814827,93,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
513,3,401980.60185185185,4175203.6296296306,102,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
514,2,402775.10185185185,4175252.672839507,117,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
515,1,403167.4475308642,4175448.8456790135,118,B5,0.865,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
516,44,398469.1080246914,4177832.3456790135,107,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
517,43,399145.9043209877,4178332.586419754,119,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
518,42,399567.67592592596,4178675.88888889,114,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
519,41,400322.9413580247,4179048.6172839515,131,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
520,40,401274.37962962966,4179274.216049384,138,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
521,38,402323.9043209877,4179303.6419753097,154,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
522,37,403088.97839506174,4178734.7407407416,159,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
523,36,402500.4598765432,4178597.4197530877,148,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
524,35,401647.1080246914,4178558.185185186,137,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
525,34,400960.5030864198,4178489.524691359,123,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
526,33,399920.7870370371,4178224.6913580257,134,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
527,32,399293.0339506173,4177851.962962964,120,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
528,31,398782.98456790124,4177528.277777779,121,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
529,30,398851.6450617284,4176792.6296296306,129,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
530,29,399704.9969135803,4177341.913580248,115,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
531,28,400538.7314814815,4177695.024691359,121,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
532,27,401274.37962962966,4177842.154320989,128,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
533,26,402176.77469135803,4177901.0061728405,144,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
534,25,402598.5462962963,4177930.4320987663,146,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
535,24,402853.5709876543,4177381.1481481493,166,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
536,23,401951.17592592596,4177175.166666668,140,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
537,22,401097.8240740741,4177126.123456791,130,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
538,21,400430.8364197531,4177096.697530865,127,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
539,20,399871.7438271605,4176880.9074074086,122,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
540,19,399332.26851851854,4176655.308641976,130,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
541,18,398939.9228395062,4176449.327160495,122,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
542,17,399508.8240740741,4176262.962962964,116,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
543,16,400273.89814814815,4176184.4938271614,121,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
544,15,401235.1450617284,4176233.5370370382,108,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
545,14,402088.4969135803,4176292.38888889,125,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
546,13,402686.8240740741,4176410.0925925937,131,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
547,12,403236.1080246914,4176410.0925925937,158,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
548,11,403294.9598765432,4175890.234567902,148,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
549,10,402755.48456790124,4175713.6790123465,130,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
550,9,402029.6450617284,4175595.975308643,126,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
551,8,401225.3364197531,4175645.0185185196,118,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
552,7,400528.9228395062,4175684.2530864207,121,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
553,6,400018.87345679017,4175811.7654321,118,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
554,5,399410.737654321,4175998.1296296306,119,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
555,4,401274.37962962966,4175262.4814814827,116,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
556,3,401980.60185185185,4175203.6296296306,126,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
557,2,402775.10185185185,4175252.672839507,139,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
558,1,403167.4475308642,4175448.8456790135,140,B7,2.2005,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
559,44,398469.1080246914,4177832.3456790135,88,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
560,43,399145.9043209877,4178332.586419754,99,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
561,42,399567.67592592596,4178675.88888889,95,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
562,41,400322.9413580247,4179048.6172839515,111,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
563,40,401274.37962962966,4179274.216049384,121,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
564,38,402323.9043209877,4179303.6419753097,128,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
565,37,403088.97839506174,4178734.7407407416,129,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
566,36,402500.4598765432,4178597.4197530877,122,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
567,35,401647.1080246914,4178558.185185186,118,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
568,34,400960.5030864198,4178489.524691359,103,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
569,33,399920.7870370371,4178224.6913580257,115,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
570,32,399293.0339506173,4177851.962962964,101,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
571,31,398782.98456790124,4177528.277777779,104,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
572,30,398851.6450617284,4176792.6296296306,116,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
573,29,399704.9969135803,4177341.913580248,95,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
574,28,400538.7314814815,4177695.024691359,101,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
575,27,401274.37962962966,4177842.154320989,106,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
576,26,402176.77469135803,4177901.0061728405,119,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
577,25,402598.5462962963,4177930.4320987663,124,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
578,24,402853.5709876543,4177381.1481481493,140,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
579,23,401951.17592592596,4177175.166666668,118,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
580,22,401097.8240740741,4177126.123456791,112,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
581,21,400430.8364197531,4177096.697530865,107,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
582,20,399871.7438271605,4176880.9074074086,108,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
583,19,399332.26851851854,4176655.308641976,114,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
584,18,398939.9228395062,4176449.327160495,106,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
585,17,399508.8240740741,4176262.962962964,100,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
586,16,400273.89814814815,4176184.4938271614,101,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
587,15,401235.1450617284,4176233.5370370382,94,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
588,14,402088.4969135803,4176292.38888889,102,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
589,13,402686.8240740741,4176410.0925925937,109,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
590,12,403236.1080246914,4176410.0925925937,123,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
591,11,403294.9598765432,4175890.234567902,126,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
592,10,402755.48456790124,4175713.6790123465,108,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
593,9,402029.6450617284,4175595.975308643,103,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
594,8,401225.3364197531,4175645.0185185196,98,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
595,7,400528.9228395062,4175684.2530864207,101,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
596,6,400018.87345679017,4175811.7654321,97,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
597,5,399410.737654321,4175998.1296296306,96,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
598,4,401274.37962962966,4175262.4814814827,94,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
599,3,401980.60185185185,4175203.6296296306,106,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
600,2,402775.10185185185,4175252.672839507,120,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
601,1,403167.4475308642,4175448.8456790135,123,B4,0.6545000000000001,2016-03-02,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
602,44,398469.1080246914,4177832.3456790135,100,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
603,43,399145.9043209877,4178332.586419754,107,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
604,42,399567.67592592596,4178675.88888889,107,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
605,41,400322.9413580247,4179048.6172839515,114,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
606,40,401274.37962962966,4179274.216049384,123,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
607,38,402323.9043209877,4179303.6419753097,128,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
608,37,403088.97839506174,4178734.7407407416,128,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
609,36,402500.4598765432,4178597.4197530877,124,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
610,35,401647.1080246914,4178558.185185186,119,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
611,34,400960.5030864198,4178489.524691359,115,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
612,33,399920.7870370371,4178224.6913580257,120,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
613,32,399293.0339506173,4177851.962962964,111,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
614,31,398782.98456790124,4177528.277777779,110,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
615,30,398851.6450617284,4176792.6296296306,115,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
616,29,399704.9969135803,4177341.913580248,104,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
617,28,400538.7314814815,4177695.024691359,112,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
618,27,401274.37962962966,4177842.154320989,114,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
619,26,402176.77469135803,4177901.0061728405,123,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
620,25,402598.5462962963,4177930.4320987663,125,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
621,24,402853.5709876543,4177381.1481481493,143,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
622,23,401951.17592592596,4177175.166666668,125,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
623,22,401097.8240740741,4177126.123456791,118,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
624,21,400430.8364197531,4177096.697530865,115,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
625,20,399871.7438271605,4176880.9074074086,112,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
626,19,399332.26851851854,4176655.308641976,114,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
627,18,398939.9228395062,4176449.327160495,108,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
628,17,399508.8240740741,4176262.962962964,109,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
629,16,400273.89814814815,4176184.4938271614,108,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
630,15,401235.1450617284,4176233.5370370382,111,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
631,14,402088.4969135803,4176292.38888889,114,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
632,13,402686.8240740741,4176410.0925925937,121,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
633,12,403236.1080246914,4176410.0925925937,135,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
634,11,403294.9598765432,4175890.234567902,128,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
635,10,402755.48456790124,4175713.6790123465,117,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
636,9,402029.6450617284,4175595.975308643,112,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
637,8,401225.3364197531,4175645.0185185196,109,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
638,7,400528.9228395062,4175684.2530864207,108,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
639,6,400018.87345679017,4175811.7654321,105,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
640,5,399410.737654321,4175998.1296296306,105,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
641,4,401274.37962962966,4175262.4814814827,103,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
642,3,401980.60185185185,4175203.6296296306,114,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
643,2,402775.10185185185,4175252.672839507,125,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
644,1,403167.4475308642,4175448.8456790135,126,B2,0.482,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
645,44,398469.1080246914,4177832.3456790135,101,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
646,43,399145.9043209877,4178332.586419754,108,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
647,42,399567.67592592596,4178675.88888889,106,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
648,41,400322.9413580247,4179048.6172839515,115,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
649,40,401274.37962962966,4179274.216049384,125,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
650,38,402323.9043209877,4179303.6419753097,131,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
651,37,403088.97839506174,4178734.7407407416,131,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
652,36,402500.4598765432,4178597.4197530877,125,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
653,35,401647.1080246914,4178558.185185186,120,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
654,34,400960.5030864198,4178489.524691359,116,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
655,33,399920.7870370371,4178224.6913580257,122,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
656,32,399293.0339506173,4177851.962962964,112,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
657,31,398782.98456790124,4177528.277777779,110,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
658,30,398851.6450617284,4176792.6296296306,118,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
659,29,399704.9969135803,4177341.913580248,103,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
660,28,400538.7314814815,4177695.024691359,111,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
661,27,401274.37962962966,4177842.154320989,114,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
662,26,402176.77469135803,4177901.0061728405,123,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
663,25,402598.5462962963,4177930.4320987663,127,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
664,24,402853.5709876543,4177381.1481481493,145,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
665,23,401951.17592592596,4177175.166666668,125,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
666,22,401097.8240740741,4177126.123456791,117,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
667,21,400430.8364197531,4177096.697530865,114,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
668,20,399871.7438271605,4176880.9074074086,112,B3,0.5615,2016-06-06,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
