system:index,B1_BCET,B2_BCET,B3_BCET,B4_BCET,B5_BCET,B6_BCET,B7_BCET,label,.geo
2_0,104.71430226446066,103.60761531622879,97.78522654795839,91.88862045593106,89.50154523853632,90.06638363479647,96.8151662778206,BCX0O5,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.9,37.187]}"
2_1,115.4062391562745,117.52911584832151,127.60931471787083,124.20328264987953,119.07823240858784,142.34954509583645,135.5812341863503,G1SCTJ,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.665,37.524]}"
2_2,156.26565601585227,156.13020081736903,153.03275275257204,153.22857962103905,141.9164936270772,144.2815104875811,123.58364164847376,WYZDTR,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.434,37.076]}"
2_3,132.44648596969967,134.0079150283002,132.10866618042508,125.55450105501507,122.52956628827064,126.44207308858029,129.06405174675353,7B7Q8S,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.376,37.973]}"
2_4,104.95432809115385,102.12815686058548,98.92840139818966,98.87829544894717,90.84320104090989,77.79954547770245,80.17191677206142,N96C70,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.106,37.552]}"
2_5,111.95910984061317,114.88710625707759,112.48688630199962,108.65012423766149,110.52144738229029,113.69827728766603,110.41831476929974,CAQU5D,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.797,37.385]}"
2_6,110.51684982935745,105.18183899949153,100.162152894867,104.05706453184695,101.76813707851542,101.0495455719597,106.98031696342196,K9DKR7,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.072,37.315]}"
2_7,126.84530127560436,124.79582281507157,120.81574500219813,119.34626773230477,110.14986153566136,111.04458621914131,110.19030335296077,SETTOA,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.901,37.611]}"
2_8,104.05333087825491,101.69328253744271,98.75718015037123,98.79221012699071,91.31113243348594,97.61558767818275,106.08714955275792,T9477Y,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.321,37.828]}"
2_9,68.57751661358304,65.29743122148679,59.09360722908562,54.7342808948913,48.37892836766616,40.65114104953665,36.569961678139634,0W7BE1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.932,37.659]}"
2_10,80.4017645046203,78.02675083413766,76.0519401365436,78.40398255405549,79.38564985240797,75.76776240525686,76.0458226257249,UXY9KI,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.309,37.177]}"
2_11,98.71953087812335,99.71642793034619,96.10107857676016,94.92336976827016,96.75321511525149,88.96629583191253,88.81259034166038,1ZWN31,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.79,37.678]}"
2_12,106.33123577056398,100.82182193900815,92.51206868993108,83.30834926060984,69.88443173705997,59.74379520289813,48.19476716099058,L9JMMZ,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.795,37.105]}"
