Latitude,Longitude,Name
398605.122,4176586.717,8ed8a4b3
399095.462,4176475.243,848bb8fb
399144.908,4176188.379,effafb84
399616.711,4176416.153,8615e7e4
399512.879,4175965.422,19356a7a
400269.834,4176001.438,6735dad9
400756.514,4175581.224,47dbe60b
400858.2,4175858.746,a8b4f0d7
401270.985,4175582.586,4d330368
401544.562,4175684.789,bc26b275
401754.3,4175509.014,fac85569
